room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,latitude,longitude
Entire home/apt,Amsterdam,De Baarsjes / Oud West,71,5,2,1,599,Lovely flat/ V-park/ Rijksmuseum,52.363074,4.867949
Entire home/apt,Amsterdam,Centrum West,34,5,6,6,720,Canal House near ANNE FRANK House,52.379544,4.88939
Entire home/apt,Amsterdam,Centrum West,9,4.5,4,2,540,Modern canal apartment with rooftop!,52.367487,4.881252
Entire home/apt,Amsterdam,Oud Oost,1,0,6,4,534,Familyhouse at the Amstel river,52.354342,4.909902
Entire home/apt,Amsterdam,Oud Noord,36,4.5,14,6,540,Classic ship the Boreas docked at hipster hotspot!,52.403007,4.893395
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5,8,4,570,Lovely spacious house in Oude Pijp area,52.353654,4.88964
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,6,3,660,Modern 2-floor apartment in center - with rooftop,52.356671,4.891559
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,14,4,8,4,528,The Park Villa,52.357128,4.873053
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,29,4.5,4,2,540,Spacious flat next Rijksmuseum,52.355686,4.889335
Entire home/apt,Amsterdam,Centrum West,20,4.5,7,4,719,DutchStay Chillout Apartment,52.374358,4.899133
Entire home/apt,Amsterdam,Centrum West,3,2.5,4,3,720,Old Church red light bed,52.373175,4.895821
Entire home/apt,Amsterdam,Centrum West,8,5,12,5,720,"★★ Kobalt-Inn Family Apartments ★ 5Bed ★3,5 Bath",52.379837,4.893891
Entire home/apt,Amsterdam,De Baarsjes / Oud West,8,5,8,3,720,Waterside Adam city centre apt with rooftopterrace,52.369917,4.873892
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,29,4.5,14,3,588,Welcome groups and families!,52.37777,4.937851
Entire home/apt,Amsterdam,Centrum Oost,0,0,16,9,599,Cruise Amsterdam Brussels Paris,52.371307,4.911993
Entire home/apt,Amsterdam,Centrum West,0,0,8,4,720,Beautiful canal apartment Jordaan,52.374883,4.880516
Entire home/apt,Amsterdam,Oud Noord,0,0,14,2,648,Houseboat for friends and families,52.401672,4.900915
Entire home/apt,Amsterdam,Watergraafsmeer,4,5,4,4,714,Most luxurious houseboat of Amsterdam,52.342737,4.917123
Entire home/apt,Amsterdam,Centrum West,2,0,2,1,528,Luxury apartment with canal view,52.374732,4.892083
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,3,2,599,,52.361747,4.858919
Entire home/apt,Amsterdam,Centrum Oost,1,0,4,4,720,NEW:SPACIOUS  CANALVIEW HOUSE 4 BEDROOMS & 2BATHRS,52.364211,4.88541
Entire home/apt,Amsterdam,Centrum West,28,4.5,8,4,539,Beautiful modern 4 double-bedroom apartment!,52.371864,4.878375
Entire home/apt,Amsterdam,Centrum West,4,4.5,5,3,599,Spacious loft with terrace in Jordaan,52.370566,4.882075
Entire home/apt,Amsterdam,Noord Oost,0,0,3,2,612,Comfortable family vacation home,52.397014,4.95917
Entire home/apt,Amsterdam,Westerpark,11,5,16,5,599,Groep Accommodation Sailing Ship,52.392195,4.882654
Entire home/apt,Amsterdam,Centrum West,13,5,4,5,599,Unique Canalhouse in Amsterdam 1672,52.3675,4.882948
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,2,660,Sophisticated loft with great view,52.346842,4.871791
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,6,2,540,Beautiful apartment Amsterdam West 6 pers,52.362752,4.856149
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,8,4,648,4 BRM APP in the Pijp (heart of Amsterdam),52.355858,4.896474
Entire home/apt,Amsterdam,De Baarsjes / Oud West,35,4.5,6,3,720,"Luxurious 3 bedroom, centrum, 180m2",52.365237,4.87825
Entire home/apt,Amsterdam,Centrum West,21,4.5,4,3,660,Jordaan house in the city center,52.380305,4.884153
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,9,4.5,4,4,606,Historic luxury home with garden | OntheAmstel,52.356877,4.9037
Entire home/apt,Amsterdam,Centrum West,6,5,6,3,599,Amazing Holiday loft - Top Location & Canal View,52.377776,4.880926
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0,4,1,720,Penthouse Apartment with Panoramic Roof Terrace,52.352285,4.891247
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,8,4.5,3,1,594,Apartment with Terrace,52.356195,4.889055
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,12,5,4,3,660,Art nouveau Apartment near Museumsquare,52.355782,4.882461
Entire home/apt,Amsterdam,Centrum Oost,6,5,8,4,599,Full authentic Amsterdam house,52.362445,4.884915
Entire home/apt,Amsterdam,Bos en Lommer,0,0,4,2,599,Fresh homey space in vibrant west,52.380016,4.855511
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,7,3,660,Designer Loft,52.351092,4.850451
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,11,5,594,Amazing house in the CITY+garden+gym+home cinema,52.357198,4.853257
Entire home/apt,Amsterdam,Centrum West,12,4.5,6,3,540,Newly renovated Apparment Sleeps 6,52.375059,4.883022
Entire home/apt,Amsterdam,Centrum Oost,1,0,6,3,720,Charming apartment in city center of Amsterdam,52.35964,4.893192
Entire home/apt,Amsterdam,Centrum West,18,5,4,2,630,Canal apartment Jordaan,52.382299,4.882015
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,4,2,659,BIG Luxury Family Home Sunny Garden,52.374336,4.859737
Entire home/apt,Amsterdam,Centrum West,0,0,4,4,720,1700 centre Basiliek Of ST. Nicholas Church,52.375582,4.901681
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0,4,2,599,Apartment in the Pijp,52.349079,4.894655
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,4,2,606,Stylish 2-br apartment in vibrant De Baarsjes,52.37083,4.855696
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0,3,3,720,Perfect for RAI based conventions! 3 bedrooms.,52.343645,4.895729
Entire home/apt,Amsterdam,Centrum Oost,4,5,4,5,599,17th century canal house,52.364664,4.900353
Entire home/apt,Amsterdam,Centrum West,11,5,4,2,540,Luxury  apartment in the center,52.372736,4.896766
Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,5,4,2,599,2 floor garden facing Vondelpark,52.361649,4.87311
Entire home/apt,Amsterdam,Centrum West,8,4.5,8,4,660,Spacious Apartment Dam Square,52.373707,4.893017
Entire home/apt,Amsterdam,Westerpark,21,5,4,2,690,"Elegant, comfy & modern apartment",52.380553,4.87678
Entire home/apt,Amsterdam,Centrum West,11,4.5,4,1,660,Giant Superloft Full City Centre,52.373863,4.900547
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,10,5,660,Museum Quarter. Superb 5 BR house ideal for family,52.35333,4.881297
Entire home/apt,Amsterdam,Centrum West,0,0,6,3,690,Beautiful apartment in old centre of Amsterdam!,52.377076,4.887037
Entire home/apt,Amsterdam,Centrum Oost,18,5,4,2,594,Rooftop Terrace 200m2 Penthouse Keizersgracht,52.36273,4.891863
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,18,5,6,4,599,"Spacious, historical family home with garden",52.355386,4.866379
Entire home/apt,Amsterdam,Centrum Oost,19,5,3,2,599,Luxurious loft 100m fr Rijks museum,52.36459,4.885591
Entire home/apt,Amsterdam,Centrum West,8,5,4,2,599,All-In Perfect located Jordaan house,52.376797,4.882191
Entire home/apt,Amsterdam,Centrum West,10,4.5,6,3,588,DutchStay Home,52.372025,4.899228
Entire home/apt,Amsterdam,Centrum West,0,0,4,2,540,The Luxury Heart of Amsterdam,52.373803,4.882375
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,7,5,6,3,630,LARGE LUXURY FAMILY HOUSE OLD SOUTH,52.357557,4.872871
Entire home/apt,Amsterdam,Centrum West,6,5,4,2,630,Downtown rooftop luxury apartment,52.369796,4.89166
Entire home/apt,Amsterdam,Centrum West,20,5,4,2,599,Large and luxurious canal front design apartment,52.372847,4.897476
Entire home/apt,Amsterdam,Centrum Oost,1,0,4,2,588,Big house Adam 01,52.364847,4.882294
Entire home/apt,Amsterdam,Westerpark,11,4.5,4,2,599,Penthouse XL Terras Next to Center,52.38525,4.869351
Entire home/apt,Amsterdam,Centrum West,27,5,4,3,720,Beautiful Spacious Canal House,52.370429,4.883909
Entire home/apt,Amsterdam,Centrum West,19,4.5,16,4,714,Marnix Ace: 16P Supercentral (3&4),52.365521,4.880396
Entire home/apt,Amsterdam,Centrum Oost,55,5,4,1,570,Majestic views on the Amstel canal,52.363088,4.90093
Entire home/apt,Amsterdam,Centrum Oost,2,0,4,3,708,Grand Max : luxurious canal house apartment,52.361326,4.894017
Entire home/apt,Amsterdam,Centrum Oost,6,4.5,4,3,660,Red Light Residence,52.374658,4.902136
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,124,4.5,6,3,567,For Dreamers - The Floating Mansion,52.369062,4.952069
Entire home/apt,Amsterdam,Centrum West,2,0,9,6,540,Spacious house in the Haarlemmerdijk,52.384579,4.885528
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,8,5,8,5,654,Canal House w/terrace in Oud Zuid/Museum district,52.349639,4.865872
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,19,5,4,4,599,Beautiful big cityhouse with garden in city centre,52.361017,4.882892
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,6,3,420,House for 6 people in Amsterdam,52.349655,4.904775
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,11,5,420,Large Modern Family Only Home with Forest views,52.326583,4.857515
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,4,5,6,3,432,"HOUSEBOAT, luxurious and beautiful",52.342203,4.848677
Entire home/apt,Amsterdam,De Aker / Nieuw Sloten,8,5,6,3,359,Modern house 15 min from the center,52.349201,4.788195
Entire home/apt,Amsterdam,De Aker / Nieuw Sloten,1,0,5,2,450,Amazing Loft - Old School Building,52.342167,4.797553
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,5,5,6,4,324,Lovely Amsterdam Houseboat,52.340747,4.850239
Entire home/apt,Amsterdam,De Aker / Nieuw Sloten,2,0,4,2,420,Welcome in Amsterdam,52.348706,4.808326
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,2,1,336,Amsterdam South Apartment | close RAI|WTC|Center,52.341927,4.868827
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,6,4,432,Modern House in Amsterdam,52.32985,4.858113
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,13,5,4,2,359,The Loft,52.341338,4.853228
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,13,5,8,4,324,4bd penthouse in center of Am⭐️dam,52.353894,4.871667
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,7,4.5,4,2,330,Lovely apartment in 'the Pijp',52.356862,4.895052
Entire home/apt,Amsterdam,De Baarsjes / Oud West,6,5,4,2,330,Light and spacious apartment in Amsterdam centre,52.365627,4.86421
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,6,3,480, House in quiet area with garden,52.342337,4.869221
Entire home/apt,Amsterdam,Centrum Oost,0,0,4,3,336,3 bedroom apartment at the Grand nieuwmarkt,52.372292,4.900815
Entire home/apt,Amsterdam,Centrum Oost,0,0,5,4,462,City chique family appartment,52.367592,4.909216
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,21,4.5,4,2,359,80m app.Amsterdam incl BBQ & garden,52.343472,4.864304
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,4,2,359,Appartment Oud West,52.360911,4.862406
Entire home/apt,Amsterdam,De Aker / Nieuw Sloten,0,0,6,4,330,Family friendly houseboat in Amsterdam,52.341666,4.794031
Entire home/apt,Amsterdam,De Aker / Nieuw Sloten,1,0,4,3,330,Unique family house with garden in Amsterdam!,52.341518,4.796955
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,10,4.5,6,4,350,spacious & beautiful FAMILY house,52.338235,4.895625
Entire home/apt,Amsterdam,Bijlmer Oost,19,5,7,2,420,"Spacius apartment 6 persons, nearby A'dam Centre",52.320961,4.968787
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,6,4,6,4,319,beautiful spacious renovated family house,52.32356,4.885912
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,5,4,4,2,342,Zeer luxe Appartement super locatie,52.331196,4.889335
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,21,5,5,3,342,Spaciously renovated + huge garden,52.351423,4.878933
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,2,0,4,3,359,"Spacious city apartment with amazing view, Zuidas",52.336057,4.870932
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,4,2,1,324,Very cosy private apartment in City,52.342909,4.9117
Entire home/apt,Amsterdam,De Baarsjes / Oud West,41,4.5,4,3,420,"A modern, bright penthouse",52.361187,4.872234
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,6,5,6,5,458,300m2 House in Centre of Amsterdam  (Museumsquare),52.355743,4.868647
Entire home/apt,Amsterdam,Centrum West,0,0,6,3,384,Spacious Apartment Amsterdam,52.371996,4.887439
Entire home/apt,Amsterdam,Centrum Oost,58,5,4,2,354,Fabulous citycentre apartment!,52.36967,4.900045
Entire home/apt,Amsterdam,Centrum Oost,4,5,4,3,396,Luxurious Canal & Square View House,52.361974,4.899155
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,87,4.5,12,5,450,5-bedrooms house; central location,52.353532,4.87514
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,26,5,5,3,420,Very luxury city Apartment 10 mins from center,52.34425,4.912893
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,5,8,4,432,Spacious and beautiful 2-level appartment,52.342731,4.909181
Entire home/apt,Amsterdam,Watergraafsmeer,12,5,4,3,342,Spacious family house with garden,52.346159,4.950705
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,8,4.5,4,3,359,Renovated Cozy Apartment -with a sunny balcony,52.357637,4.903903
Entire home/apt,Amsterdam,Centrum West,1,0,4,2,396,Keizer Canal View House in 9streets,52.36886,4.885756
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,3,5,4,2,342,Boat&Breakfast de Dageraad,52.374634,4.948112
Entire home/apt,Amsterdam,Watergraafsmeer,10,4.5,4,4,354,brand new spacey apartment,52.339983,4.919603
Entire home/apt,Amsterdam,Centrum Oost,0,0,4,2,480,17th Century Monumental Canal house,52.362068,4.901918
Entire home/apt,Amsterdam,Centrum Oost,10,5,4,1,467,Holiday on Houseboat Amstel,52.362682,4.902304
Entire home/apt,Amsterdam,Oud Oost,9,5,5,4,354,"Spacious house, garden & parkinglot",52.356875,4.932593
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,5,5,8,4,354,"Well designed, designed by architecture, house!",52.348262,5.007992
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,8,5,6,3,348,"GREAT, SPACIOUS FAMILY HOME 15 MIN ADAM CENTER",52.356673,4.991135
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,5,4,336,Comfortable family house near Centre-Amsterdam.,52.354995,5.002121
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,16,5,6,4,312,"Great house, parkingspace & terrace",52.356744,4.994403
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,4,8,359,"Large lakeside house, great views",52.35189,4.995622
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,8,4,390,Charming Ibiza house fantastic view,52.343492,5.008778
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,32,5,6,2,479,Villa on the water,52.37049,4.979157
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5,3,2,359,Beautiful house at a Great place,52.34958,4.90654
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,14,4.5,16,6,478,Traditional Sailing Vessel,52.352741,5.007691
Entire home/apt,Amsterdam,Watergraafsmeer,37,5,5,2,420,a spacious appartement in Amsterdam,52.352335,4.937196
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5,4,4,359,Spacious family apt 10min to centre,52.342848,4.902889
Entire home/apt,Amsterdam,Bijlmer Centrum,6,5,5,5,342,"Big House, 6 rooms for family/friends, freeparking",52.317728,4.9551
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,18,5,4,2,324,Family apartment centrally located,52.341153,4.895223
Entire home/apt,Amsterdam,Watergraafsmeer,12,4.5,6,3,420,Spacious family apartment & sunny garden,52.349534,4.941504
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,6,3,359,,52.357266,4.937529
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,34,5,4,3,311,Ground floor 5-room apartment in South Amsterdam,52.343623,4.895166
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,2,0,5,4,335,Great house close to water and the city centre.,52.355831,5.001259
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,6,5,6,3,336,Bohemian house boat near center,52.375599,4.938338
Entire home/apt,Amsterdam,Watergraafsmeer,3,4,4,2,480,Amazing XXL house!,52.354639,4.937633
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,4,5,6,4,384,Contemporary house in Amsterdam,52.360101,4.9802
Entire home/apt,Amsterdam,Watergraafsmeer,10,5,4,3,359,Stylish modern and luxurious family house,52.356044,4.936368
Entire home/apt,Amsterdam,Watergraafsmeer,31,5,6,3,359,"Charming, modern and large family house",52.35419,4.93072
Entire home/apt,Amsterdam,Watergraafsmeer,3,5,4,2,348,"Spacious ground floor home, with large garden",52.355881,4.935099
Entire home/apt,Amsterdam,Bijlmer Centrum,1,0,4,2,334,Big and new apartment 15 min. away from the center,52.325931,4.949243
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,4,2,359,Amsterdam New Years Apartments,52.344031,4.915016
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,4,5,6,4,330,Spacious house (290 sq m) at IJburg,52.349801,4.997383
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,0,0,4,3,328,Classic  Dutch Barge Adventure.,52.371726,4.938428
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,9,5,8,4,359,"Villa (300 m2), 3 free parking",52.354192,4.992695
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,24,4.5,9,5,462,"Villa+(240 m2), 2 free parking",52.34761,4.999881
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,8,4,324,"Waterside family villa in Amsterdam, free parking.",52.35419,4.994238
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0,4,2,384,Spacious family home in beautiful Amsterdam,52.346044,4.901372
Entire home/apt,Amsterdam,Oud Oost,0,0,6,4,354,Design house - great location & great for family,52.35838,4.933743
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,7,5,4,4,480,Beautiful house in Amsterdam with garden + parking,52.347695,5.002838
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,1,0,12,1,450,"Green Oasis at sailing barge ""the Rederijker""",52.35177,5.006213
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,13,5,4,1,359,Brandnew sunny apartment Amsterdam,52.367338,4.944538
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,2,0,4,3,474,Luxe boat AMSTERDAM IJBURG!!!,52.360756,4.988762
Entire home/apt,Amsterdam,Gaasperdam / Driemond,44,4.5,8,4,396,An Unique Stay at B&B Reijgershof,52.311408,4.998684
Entire home/apt,Amsterdam,Oud Oost,4,5,4,2,480,Lovely spacious apartment with terrace in East,52.361211,4.928561
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,4,4,420,Family house at water + sunny garden in Amsterdam,52.353525,4.995412
Shared room,Amsterdam,De Baarsjes / Oud West,6,3.5,5,1,167,"Take you lucky card.  Center Leidseplein,",52.365885,4.87761
Shared room,Amsterdam,Noord-West / Noord-Midden,2,0,1,1,166,Amsterdam Luxury Flat - Vondelpark,52.355128,4.868575
Shared room,Amsterdam,Westerpark,0,0,4,1,144,"City center of A'dam; 2 bedrooms,bathroom,terrace",52.390247,4.884712
Shared room,Amsterdam,Centrum West,3,3.5,2,1,143,WELLNESS  in the hart of the JORDAAN,52.379687,4.882436
Shared room,Amsterdam,Westerpark,133,5,4,1,135,Nassau Apartment Amsterdam,52.385022,4.881024
Shared room,Amsterdam,Centrum West,8,3.5,4,1,110,AmsterHouse B&B,52.377187,4.898136
Shared room,Amsterdam,De Baarsjes / Oud West,58,3.5,4,1,108,Apartment with Canal View Amsterdam,52.369492,4.865444
Shared room,Amsterdam,De Pijp / Rivierenbuurt,10,5,2,1,84,Peaceful place in the pijp (near all the museums),52.351553,4.887683
Shared room,Amsterdam,Oostelijk Havengebied / Indische Buurt,7,4.5,2,1,84,Comfy room with large balcony in the East,52.360814,4.940174
Shared room,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0,2,1,84,nee,52.35983,4.941942
Shared room,Amsterdam,De Baarsjes / Oud West,0,0,2,1,90,Double Sofa Bed near Vondelpark,52.362147,4.862954
Shared room,Amsterdam,Westerpark,1,0,2,1,90,Private room and living space for couples,52.381173,4.871812
Shared room,Amsterdam,De Baarsjes / Oud West,0,0,3,1,84,Taiwanese Expat Home,52.359957,4.86077
Shared room,Amsterdam,Watergraafsmeer,27,4,6,1,102,Super charming and spacious home !!,52.347097,4.92498
Shared room,Amsterdam,Centrum Oost,3,4.5,4,1,84,Beautiful room in the city center with canal view,52.364643,4.90745
